,score,algorithm,file,runtime,params_dict,size,nr_entries,nr_entries_original,nr_particles,nr_timesteps,nr_clusters,nr_entries_binned,nr_entries_original_binned
158,1.0,"ST_HDBSCAN, opt.",calovi_100_65.csv,0.18371152877807617,"{'n_clusters': 2, 'threshold': 0.3, 'eps2': 5}",3000,2000,2000,20,100,2,800,800
159,-0.00012606297345156483,"ST_Spectral, opt.",calovi_100_65.csv,0.65012526512146,"{'n_clusters': 2, 'eps2': 5}",3000,2000,2000,20,100,2,800,800
160,0.5580537698783077,"Spectral, delta",calovi_100_55.csv,0.011938333511352539,{'cluster_count': 3},3000,2200,2200,22,100,3,800,800
161,0.8308798441458912,"HDBSCAN, delta",calovi_100_55.csv,0.010248661041259766,{},3000,2200,2200,22,100,3,800,800
162,0.6144592249905232,"Affinity, delta",calovi_100_55.csv,0.015085697174072266,{},3000,2200,2200,22,100,3,800,800
163,0.5580537698783077,"Spectral, delta",calovi_100_55.csv,0.010004281997680664,{'cluster_count': 3},3000,2200,2200,22,100,3,800,800
164,0.8308798441458912,"HDBSCAN, delta",calovi_100_55.csv,0.00923466682434082,{},3000,2200,2200,22,100,3,800,800
165,0.6144592249905232,"Affinity, delta",calovi_100_55.csv,0.01249837875366211,{},3000,2200,2200,22,100,3,800,800
166,0.5580537698783077,"Spectral, delta+1std",calovi_100_55.csv,0.018136024475097656,{'cluster_count': 3},3000,2200,2200,22,100,3,800,800
167,0.5006908092928255,"HDBSCAN, delta+1std",calovi_100_55.csv,0.016964197158813477,{},3000,2200,2200,22,100,3,800,800
168,0.4263912088661982,"Affinity, delta+1std",calovi_100_55.csv,0.019291400909423828,{},3000,2200,2200,22,100,3,800,800
169,0.5580537698783077,"Spectral, delta",calovi_100_55.csv,0.007313966751098633,{'cluster_count': 3},3000,2200,2200,22,100,3,800,800
170,0.8308798441458912,"HDBSCAN, delta",calovi_100_55.csv,0.006745576858520508,{},3000,2200,2200,22,100,3,800,800
171,0.6144592249905232,"Affinity, delta",calovi_100_55.csv,0.010854959487915039,{},3000,2200,2200,22,100,3,800,800
172,0.5287941849288513,"Spectral, delta+2std",calovi_100_55.csv,0.012538909912109375,{'cluster_count': 3},3000,2200,2200,22,100,3,800,800
173,0.4124163412144657,"HDBSCAN, delta+2std",calovi_100_55.csv,0.011171817779541016,{},3000,2200,2200,22,100,3,800,800
174,0.46198871988859874,"Affinity, delta+2std",calovi_100_55.csv,0.014258623123168945,{},3000,2200,2200,22,100,3,800,800
175,0.47553730288150836,"Spectral, stddv",calovi_100_55.csv,0.009018659591674805,{'cluster_count': 3},3000,2200,2200,22,100,3,800,800
176,0.6497337942886264,"HDBSCAN, stddv",calovi_100_55.csv,0.007741212844848633,{},3000,2200,2200,22,100,3,800,800
177,0.5741697960770737,"Affinity, stddv",calovi_100_55.csv,0.010159015655517578,{},3000,2200,2200,22,100,3,800,800
178,1.0,"ST_HDBSCAN, opt.",calovi_100_55.csv,0.23554229736328125,"{'n_clusters': 3, 'threshold': 0.3, 'eps2': 5}",3000,2200,2200,22,100,3,800,800
179,-0.00027591119406642606,"ST_Spectral, opt.",calovi_100_55.csv,0.4072232246398926,"{'n_clusters': 3, 'eps2': 15}",3000,2200,2200,22,100,3,800,800
180,1.0,"Spectral, delta",reynolds_100_17.csv,0.010908365249633789,{'cluster_count': 2},3000,1400,1400,14,100,2,800,800
181,1.0,"HDBSCAN, delta",reynolds_100_17.csv,0.009084939956665039,{},3000,1400,1400,14,100,2,800,800
182,0.6054822339507527,"Affinity, delta",reynolds_100_17.csv,0.010872125625610352,{},3000,1400,1400,14,100,2,800,800
183,1.0,"Spectral, delta",reynolds_100_17.csv,0.006611824035644531,{'cluster_count': 2},3000,1400,1400,14,100,2,800,800
184,1.0,"HDBSCAN, delta",reynolds_100_17.csv,0.00558161735534668,{},3000,1400,1400,14,100,2,800,800
185,0.6054822339507527,"Affinity, delta",reynolds_100_17.csv,0.0064258575439453125,{},3000,1400,1400,14,100,2,800,800
186,1.0,"Spectral, delta+1std",reynolds_100_17.csv,0.01065826416015625,{'cluster_count': 2},3000,1400,1400,14,100,2,800,800
187,1.0,"HDBSCAN, delta+1std",reynolds_100_17.csv,0.009912729263305664,{},3000,1400,1400,14,100,2,800,800
188,0.6054822339507527,"Affinity, delta+1std",reynolds_100_17.csv,0.010754108428955078,{},3000,1400,1400,14,100,2,800,800
189,1.0,"Spectral, delta",reynolds_100_17.csv,0.008752584457397461,{'cluster_count': 2},3000,1400,1400,14,100,2,800,800
190,1.0,"HDBSCAN, delta",reynolds_100_17.csv,0.006661891937255859,{},3000,1400,1400,14,100,2,800,800
191,0.6054822339507527,"Affinity, delta",reynolds_100_17.csv,0.007989645004272461,{},3000,1400,1400,14,100,2,800,800
